,ID,area_type,availability,location,size,society,total_sqft,bath,balcony,price,coordinates,latitude,longitude
9037,9037,Super built-up  Area,Ready To Move,Rachenahalli,2 BHK,,1200,2.0,2.0,46.5,"13.0615195, 77.6163803",13.0615195,77.6163803
9038,9038,Built-up  Area,Ready To Move,Hagadur,2 BHK,SSoraba,1100,2.0,2.0,45.0,"12.9661204, 77.7570099",12.9661204,77.7570099
9039,9039,Super built-up  Area,Ready To Move,Haralur Road,2 BHK,,1194,2.0,2.0,46.0,"12.9041501, 77.6622042",12.9041501,77.6622042
9040,9040,Super built-up  Area,Ready To Move,Marsur,3 BHK,Asara S,720,2.0,1.0,32.0,"12.7662063, 77.70228200000001",12.7662063,77.70228200000001
9041,9041,Super built-up  Area,Ready To Move,Kasavanhalli,3 BHK,HMonymp,1476,3.0,0.0,105.0,"12.9093873, 77.6774428",12.9093873,77.6774428
9042,9042,Super built-up  Area,Ready To Move,Thanisandra,2 BHK,Bhmesy ,1056,2.0,2.0,65.0,"13.0559193, 77.6324513",13.0559193,77.6324513
9043,9043,Super built-up  Area,Ready To Move,Singapura Village,2 BHK,Juoryma,825,2.0,1.0,35.0,"13.0807297, 77.5363395",13.0807297,77.5363395
9044,9044,Super built-up  Area,18-Apr,EPIP Zone,3 BHK,BrontLa,1860,3.0,2.0,130.0,"12.9743773, 77.7151616",12.9743773,77.7151616
9045,9045,Super built-up  Area,Ready To Move,Gunjur,2 BHK,DSoodSh,1063,2.0,2.0,40.0,"12.921337, 77.73400459999999",12.921337,77.73400459999999
9046,9046,Super built-up  Area,Ready To Move,Yelahanka,1 BHK,Prensya,697,1.0,1.0,35.0,"13.1154662, 77.6069977",13.1154662,77.6069977
9047,9047,Built-up  Area,Ready To Move,Vijayanagar,1 Bedroom,,2400,2.0,0.0,230.0,"12.975596, 77.53538809999999",12.975596,77.53538809999999
9048,9048,Plot  Area,19-Jan,Anekal,2 Bedroom,,1200,1.0,1.0,36.0,"12.7091148, 77.69851539999999",12.7091148,77.69851539999999
9049,9049,Built-up  Area,Ready To Move,CV Raman Nagar,3 BHK,Satlea ,1835,3.0,2.0,160.0,"12.9855332, 77.663772",12.9855332,77.663772
9050,9050,Super built-up  Area,22-Dec,Bannerghatta Road,3 BHK,PrarePa,1365 - 1700,3.0,0.0,79.465,"12.8741876, 77.5946855",12.8741876,77.5946855
9051,9051,Super built-up  Area,Ready To Move,BTM 2nd Stage,2 BHK,MaeamSu,1147,2.0,1.0,75.0,"12.9083215, 77.6050777",12.9083215,77.6050777
9052,9052,Super built-up  Area,Ready To Move,Uttarahalli,3 BHK,,1360,2.0,2.0,47.59,"12.9069823, 77.552059",12.9069823,77.552059
9053,9053,Plot  Area,Ready To Move,Kothanur,4 Bedroom,Fencyes,3400,5.0,0.0,265.0,"13.0551932, 77.6422206",13.0551932,77.6422206
9054,9054,Built-up  Area,Ready To Move,Hosakerehalli Layout,2 BHK,,1080,2.0,3.0,64.0,"12.9343234, 77.54259569999999",12.9343234,77.54259569999999
9055,9055,Super built-up  Area,Ready To Move,Doddakallasandra,2 BHK,,1010,2.0,1.0,40.4,"12.8806617, 77.55758039999999",12.8806617,77.55758039999999
9056,9056,Plot  Area,Ready To Move,Shanti Nagar,4 Bedroom,,2600,4.0,2.0,523.0,"12.9577549, 77.5992505",12.9577549,77.5992505
9057,9057,Super built-up  Area,Ready To Move,Brookefield,2 BHK,Roeekbl,1270,2.0,1.0,95.0,"12.9655152, 77.7184444",12.9655152,77.7184444
9058,9058,Super built-up  Area,Ready To Move,Basapura,2 BHK,Krtiqa ,1100,2.0,1.0,61.0,"12.8647805, 77.6509528",12.8647805,77.6509528
9059,9059,Super built-up  Area,Ready To Move,Bellandur,2 BHK,Krala D,1410,3.0,2.0,92.0,"12.9304278, 77.678404",12.9304278,77.678404
9060,9060,Super built-up  Area,Ready To Move,Yelahanka,2 BHK,Ulure S,1065,2.0,1.0,41.38,"13.1154662, 77.6069977",13.1154662,77.6069977
9061,9061,Plot  Area,19-Jan,Anekal,2 Bedroom,,1200,1.0,1.0,36.0,"12.7091148, 77.69851539999999",12.7091148,77.69851539999999
9062,9062,Super built-up  Area,Ready To Move,Hebbal,3 BHK,Viave E,1315,3.0,3.0,65.0,"13.0353557, 77.59878739999999",13.0353557,77.59878739999999
9063,9063,Super built-up  Area,Ready To Move,Indira Nagar,3 BHK,MCtleas,1650,3.0,2.0,200.0,"12.9783692, 77.6408356",12.9783692,77.6408356
9064,9064,Super built-up  Area,Ready To Move,Haralur Road,2 BHK,RInceeg,1140,2.0,2.0,43.0,"12.9041501, 77.6622042",12.9041501,77.6622042
9065,9065,Super built-up  Area,Ready To Move,Kaggadasapura,2 BHK,Gincyi ,960,2.0,1.0,45.0,"12.9836351, 77.6797411",12.9836351,77.6797411
9066,9066,Super built-up  Area,Ready To Move,Hosapalya,2 BHK,Viise P,800,1.0,1.0,29.0,"12.891997, 77.6464534",12.891997,77.6464534
9067,9067,Super built-up  Area,Ready To Move,Doctors Layout,2 BHK,,1225,2.0,1.0,47.0,"12.8964093, 77.6131577",12.8964093,77.6131577
9068,9068,Built-up  Area,Ready To Move,Whitefield,2 BHK,Rallsdr,1020,2.0,2.0,45.0,"12.9698196, 77.7499721",12.9698196,77.7499721
9069,9069,Super built-up  Area,Ready To Move,Magadi Road,2 BHK,Jaaveha,750,2.0,1.0,27.0,"12.9854559, 77.4801174",12.9854559,77.4801174
9070,9070,Plot  Area,Ready To Move,2nd Block Koramangala,3 Bedroom,,3000,3.0,1.0,550.0,"12.9239856, 77.621393",12.9239856,77.621393
9071,9071,Super built-up  Area,Ready To Move, Mysore Highway,1 BHK,,535,1.0,1.0,35.0,"12.6094804, 77.0816847",12.6094804,77.0816847
9072,9072,Super built-up  Area,Ready To Move,Varthur,2 BHK,DSingSt,1035,2.0,1.0,60.0,"12.9388787, 77.7412047",12.9388787,77.7412047
9073,9073,Built-up  Area,18-Aug,Bommasandra Industrial Area,2 BHK,,1020,2.0,1.0,29.45,"12.8159214, 77.6793813",12.8159214,77.6793813
9074,9074,Super built-up  Area,Ready To Move,GM Palaya,3 BHK,MSuntra,1315,3.0,0.0,64.0,"12.9750721, 77.665865",12.9750721,77.665865
9075,9075,Super built-up  Area,Ready To Move,Basavangudi,3 BHK,,1350,2.0,2.0,130.0,"12.9405997, 77.5737633",12.9405997,77.5737633
9076,9076,Super built-up  Area,Ready To Move,Bisuvanahalli,3 BHK,Prityel,1075,2.0,1.0,48.0,"13.2292777, 77.5461785",13.2292777,77.5461785
9077,9077,Super built-up  Area,Ready To Move,Kengeri Satellite Town,3 BHK,ShyamSh,1450,2.0,3.0,50.0,"12.9230523, 77.4846519",12.9230523,77.4846519
9078,9078,Plot  Area,Ready To Move,Gottigere,1 Bedroom,,1806,1.0,1.0,150.0,"12.856443, 77.58884479999999",12.856443,77.58884479999999
9079,9079,Super built-up  Area,Ready To Move,Marathahalli,2 BHK,Asintas,1350,2.0,1.0,99.0,"12.956924, 77.701127",12.956924,77.701127
9080,9080,Plot  Area,20-Dec,Binny Pete,3 Bedroom,Shestlo,1282,3.0,2.0,178.0,"12.967566, 77.5583595",12.967566,77.5583595
9081,9081,Super built-up  Area,18-Apr,Sarjapur  Road,3 BHK,PualeSk,1929,3.0,1.0,103.0,"12.910911, 77.6844166",12.910911,77.6844166
9082,9082,Super built-up  Area,Ready To Move,Varthur,2 BHK,Unris E,1100,2.0,2.0,72.0,"12.9388787, 77.7412047",12.9388787,77.7412047
9083,9083,Built-up  Area,Ready To Move,Kundalahalli,3 BHK,,1800,3.0,2.0,110.0,"12.9689968, 77.72088529999999",12.9689968,77.72088529999999
9084,9084,Super built-up  Area,Ready To Move,Gubbalala,2 BHK,,1223,2.0,1.0,42.81,"12.8870638, 77.5433122",12.8870638,77.5433122
9085,9085,Super built-up  Area,Ready To Move,Bharathi Nagar,3 BHK,ReudePr,1664,3.0,2.0,69.89,"13.0149699, 77.72160079999999",13.0149699,77.72160079999999
9086,9086,Super built-up  Area,Ready To Move,Uttarahalli,3 BHK,,1360,2.0,2.0,47.59,"12.9069823, 77.552059",12.9069823,77.552059
9087,9087,Super built-up  Area,Ready To Move,Kasavanhalli,2 BHK,Ocrda M,1158,2.0,2.0,67.0,"12.9093873, 77.6774428",12.9093873,77.6774428
9088,9088,Super built-up  Area,Ready To Move,Hormavu,3 BHK,VMityre,1420,3.0,2.0,58.0,"13.0326328, 77.6583345",13.0326328,77.6583345
9089,9089,Super built-up  Area,18-Aug,Rajaji Nagar,2 BHK,ProdsWe,1268,2.0,1.0,127.0,"12.9981732, 77.55304459999999",12.9981732,77.55304459999999
9090,9090,Super built-up  Area,18-May,Sarjapur  Road,2 BHK,SJityaz,1308,2.0,1.0,75.0,"12.910911, 77.6844166",12.910911,77.6844166
9091,9091,Built-up  Area,Ready To Move,Basavangudi,3 BHK,,1485,3.0,1.0,140.0,"12.9405997, 77.5737633",12.9405997,77.5737633
9092,9092,Super built-up  Area,Ready To Move,Volagerekallahalli,2 BHK,,1067,2.0,3.0,33.99,"12.8892105, 77.7738188",12.8892105,77.7738188
9093,9093,Built-up  Area,Ready To Move,Hulimavu,4 Bedroom,Omaveai,2000,4.0,0.0,100.0,"12.8718155, 77.6021817",12.8718155,77.6021817
9094,9094,Super built-up  Area,Ready To Move,Rajaji Nagar,3 BHK,PhestOn,2450,3.0,3.0,330.0,"12.9981732, 77.55304459999999",12.9981732,77.55304459999999
9095,9095,Super built-up  Area,Ready To Move,Glass Factory Layout,2 BHK,SVhyaga,1152,2.0,1.0,42.0,"12.8296372, 77.70085089999999",12.8296372,77.70085089999999
9096,9096,Super built-up  Area,18-May,Uttarahalli,3 BHK,DSera S,1525,2.0,2.0,62.82,"12.9069823, 77.552059",12.9069823,77.552059
9097,9097,Super built-up  Area,20-Dec,Whitefield,2 BHK,,935,2.0,1.0,32.72,"12.9698196, 77.7499721",12.9698196,77.7499721
9098,9098,Super built-up  Area,Ready To Move,Jagadish Nagar,3 BHK,SMdesy ,1465,2.0,2.0,88.0,"12.9684536, 77.6639859",12.9684536,77.6639859
9099,9099,Built-up  Area,Ready To Move,HBR Layout,2 BHK,,1198,2.0,1.0,65.0,"13.0353236, 77.6284701",13.0353236,77.6284701
9100,9100,Super built-up  Area,Ready To Move,3rd Phase Iti Layout,2 BHK,,1145,2.0,1.0,63.0,"12.9914212, 77.5404459",12.9914212,77.5404459
9101,9101,Plot  Area,18-Aug,Attibele,2 Bedroom,,1000,2.0,1.0,42.0,"12.778963, 77.7702029",12.778963,77.7702029
9102,9102,Built-up  Area,Ready To Move,Anekal,1 BHK,,400,1.0,1.0,11.5,"12.7091148, 77.69851539999999",12.7091148,77.69851539999999
9103,9103,Built-up  Area,Ready To Move, south,4 BHK,,3420,3.0,2.0,410.0,"12.9628669, 77.57750899999999",12.9628669,77.57750899999999
9104,9104,Super built-up  Area,18-Apr,Marathahalli,3 BHK,,1310,3.0,1.0,63.22,"12.956924, 77.701127",12.956924,77.701127
9105,9105,Super built-up  Area,Ready To Move,Panathur,3 BHK,Isncasa,1861,3.0,3.0,92.0,"12.9355734, 77.7057495",12.9355734,77.7057495
9106,9106,Super built-up  Area,Ready To Move,Uttarahalli,3 BHK,Omy 2es,1265,2.0,2.0,65.0,"12.9069823, 77.552059",12.9069823,77.552059
9107,9107,Super built-up  Area,Ready To Move,Green Domain Layout,2 BHK,,1280,2.0,2.0,75.0,"12.9734855, 77.7149827",12.9734855,77.7149827
9108,9108,Super built-up  Area,Ready To Move,Raja Rajeshwari Nagar,3 BHK,,1279,2.0,1.0,53.76,"12.9148603, 77.5206395",12.9148603,77.5206395
9109,9109,Plot  Area,18-May,TC Palaya,3 Bedroom,,1200,2.0,0.0,66.0,"13.0190631, 77.7037131",13.0190631,77.7037131
9110,9110,Plot  Area,18-May,"Ananthapura, T C palaya Main Road",2 Bedroom,,680,3.0,2.0,60.0,"13.0240238, 77.6941837",13.0240238,77.6941837
9111,9111,Super built-up  Area,Ready To Move,Uttarahalli,3 BHK,Aklia R,1590,3.0,2.0,57.0,"12.9069823, 77.552059",12.9069823,77.552059
9112,9112,Super built-up  Area,22-Jun,Hoodi,3 BHK,GoAirej,1837,3.0,3.0,142.0,"12.9895552, 77.71265710000002",12.9895552,77.71265710000002
9113,9113,Super built-up  Area,16-Dec,Hegde Nagar,3 BHK,Soiniy ,1703,3.0,2.0,130.0,"13.0675728, 77.63355729999999",13.0675728,77.63355729999999
9114,9114,Super built-up  Area,Ready To Move,Kudlu,3 BHK,MJinala,1293,2.0,2.0,80.0,"12.8870683, 77.6562206",12.8870683,77.6562206
9115,9115,Super built-up  Area,21-Dec,Kanakpura Road,2 BHK,PrarePa,700,2.0,1.0,35.0,"12.8630149, 77.5312772",12.8630149,77.5312772
9116,9116,Super built-up  Area,Ready To Move,Doctors Layout,3 BHK,Deonsxp,1450,3.0,2.0,75.0,"12.8964093, 77.6131577",12.8964093,77.6131577
9117,9117,Built-up  Area,Ready To Move,5th Phase JP Nagar,2 BHK,Matonr ,1030,2.0,2.0,57.0,"12.9001371, 77.58835189999999",12.9001371,77.58835189999999
9118,9118,Super built-up  Area,Ready To Move,Kanakpura Road,3 BHK,JRrnauv,1570,3.0,3.0,65.93,"12.8630149, 77.5312772",12.8630149,77.5312772
9119,9119,Built-up  Area,Ready To Move,7th Phase JP Nagar,2 BHK,AiIIIpl,1000,2.0,2.0,60.0,"12.8978624, 77.58450839999999",12.8978624,77.58450839999999
9120,9120,Super built-up  Area,Ready To Move,Bisuvanahalli,3 BHK,Prityel,1075,2.0,1.0,37.0,"13.2292777, 77.5461785",13.2292777,77.5461785
9121,9121,Super built-up  Area,Ready To Move,Varthur,2 BHK,Hirio L,1091,2.0,1.0,33.82,"12.9388787, 77.7412047",12.9388787,77.7412047
9122,9122,Super built-up  Area,Ready To Move,EPIP Zone,3 BHK,BrontLa,2210,3.0,3.0,165.0,"12.9743773, 77.7151616",12.9743773,77.7151616
9123,9123,Built-up  Area,Ready To Move,Outer Ring Road East,3 BHK,,1738,3.0,0.0,110.0,"13.0277979, 77.632506",13.0277979,77.632506
9124,9124,Super built-up  Area,Ready To Move,Rajaji Nagar,3 BHK,Brway G,1640,3.0,2.0,262.0,"12.9981732, 77.55304459999999",12.9981732,77.55304459999999
9125,9125,Super built-up  Area,Ready To Move,Gottigere,2 BHK,Sklls C,1205,2.0,1.0,56.58,"12.856443, 77.58884479999999",12.856443,77.58884479999999
9126,9126,Super built-up  Area,19-May,Kengeri,2 BHK,,1009,2.0,1.0,30.27,"12.8996676, 77.4826837",12.8996676,77.4826837
9127,9127,Plot  Area,Ready To Move,2nd Stage Nagarbhavi,5 Bedroom,,1200,4.0,3.0,240.0,"12.9791169, 77.50981929999999",12.9791169,77.50981929999999
9128,9128,Built-up  Area,Ready To Move,Thigalarapalya,4 BHK,Prtanha,3362,5.0,2.0,249.0,"12.9918835, 77.7266088",12.9918835,77.7266088
9129,9129,Super built-up  Area,18-May,Mysore Road,3 BHK,Brama P,1410 - 1710,,,83.3,"12.910397, 77.484109",12.910397,77.484109
9130,9130,Built-up  Area,Ready To Move,Rajaji Nagar,4 Bedroom,,1600,3.0,0.0,140.0,"12.9981732, 77.55304459999999",12.9981732,77.55304459999999
9131,9131,Super built-up  Area,Ready To Move,Sanjay nagar,2 BHK,,960,2.0,1.0,55.0,"13.0369229, 77.57851339999999",13.0369229,77.57851339999999
9132,9132,Super built-up  Area,Ready To Move,Uttarahalli,3 BHK,SLnssPr,1330,2.0,2.0,46.55,"12.9069823, 77.552059",12.9069823,77.552059
9133,9133,Super built-up  Area,Ready To Move,Whitefield,2 BHK,Savarar,1024,2.0,1.0,32.0,"12.9698196, 77.7499721",12.9698196,77.7499721
9134,9134,Super built-up  Area,Ready To Move,Raja Rajeshwari Nagar,2 BHK,GrrvaGr,1196,2.0,2.0,40.54,"12.9148603, 77.5206395",12.9148603,77.5206395
9135,9135,Super built-up  Area,Ready To Move,Mico Layout,1 BHK,Coora S,800,1.0,1.0,29.5,"12.8893866, 77.63079119999999",12.8893866,77.63079119999999
9136,9136,Super built-up  Area,Ready To Move,Sarjapur  Road,3 BHK,Maana E,2650,3.0,2.0,260.0,"12.910911, 77.6844166",12.910911,77.6844166
9137,9137,Super built-up  Area,Ready To Move,Jakkur,2 BHK,Tincyum,1080,2.0,2.0,60.0,"13.0631411, 77.62067689999999",13.0631411,77.62067689999999
9138,9138,Super built-up  Area,Ready To Move,Hebbal,2 BHK,,1150,2.0,1.0,55.0,"13.0353557, 77.59878739999999",13.0353557,77.59878739999999
9139,9139,Super built-up  Area,18-May,Dasanapura,3 BHK,Tavenew,1286,2.0,1.0,68.0,"13.0700786, 77.4291142",13.0700786,77.4291142
9140,9140,Plot  Area,Ready To Move,Whitefield,4 Bedroom,Sahidri,2990,3.0,2.0,198.0,"12.9698196, 77.7499721",12.9698196,77.7499721
9141,9141,Super built-up  Area,Ready To Move,JP Nagar,2 BHK,AnnceEl,1150,2.0,2.0,90.0,"12.9063433, 77.5856825",12.9063433,77.5856825
9142,9142,Super built-up  Area,Ready To Move,Cooke Town,2 BHK,,1310,2.0,2.0,111.0,"13.0031678, 77.6228252",13.0031678,77.6228252
9143,9143,Super built-up  Area,Ready To Move,Prithvi Layout,2 BHK,Prlmsge,1352,2.0,2.0,72.0,"12.9769933, 77.7430316",12.9769933,77.7430316
9144,9144,Super built-up  Area,Ready To Move,Bommanahalli,2 BHK,Alarke ,1307,2.0,1.0,50.0,"12.9029804, 77.6241936",12.9029804,77.6241936
9145,9145,Plot  Area,18-Aug,Channasandra,4 Bedroom,,1500,4.0,1.0,89.45,"12.979699, 77.761624",12.979699,77.761624
9146,9146,Plot  Area,Ready To Move,Singena Agrahara,3 Bedroom,CoiewSy,1500,3.0,1.0,90.0,"12.8344795, 77.71373059999999",12.8344795,77.71373059999999
9147,9147,Super built-up  Area,18-Nov,Thanisandra,2 BHK,Bhe 2ko,1079 - 1183,2.0,0.0,55.975,"13.0559193, 77.6324513",13.0559193,77.6324513
9148,9148,Built-up  Area,Ready To Move,Whitefield,3 Bedroom,,1600,3.0,0.0,69.1,"12.9698196, 77.7499721",12.9698196,77.7499721
9149,9149,Super built-up  Area,Ready To Move,Hosur Road,4 BHK,Saageat,2800 - 2870,4.0,0.0,241.0,"12.8742148, 77.6498994",12.8742148,77.6498994
9150,9150,Super built-up  Area,21-Mar,Yelahanka,1 BHK,Goues A,682,1.0,1.0,36.23,"13.1154662, 77.6069977",13.1154662,77.6069977
9151,9151,Built-up  Area,Ready To Move,Whitefield,4 Bedroom,Adowslm,2500,4.0,1.0,420.0,"12.9698196, 77.7499721",12.9698196,77.7499721
9152,9152,Super built-up  Area,Ready To Move,Vittasandra,3 BHK,Prlla C,1650,3.0,2.0,85.5,"12.8553518, 77.6365199",12.8553518,77.6365199
9153,9153,Super built-up  Area,18-Apr,Haralur Road,3 BHK,SNnia E,1850,3.0,2.0,120.0,"12.9041501, 77.6622042",12.9041501,77.6622042
9154,9154,Plot  Area,Ready To Move,Gubbalala,4 Bedroom,,2000,4.0,1.0,85.0,"12.8870638, 77.5433122",12.8870638,77.5433122
9155,9155,Super built-up  Area,18-May,Phase 1 Kammasandra,2 BHK,,982,2.0,1.0,25.0,"12.8322135, 77.69067009999999",12.8322135,77.69067009999999
9156,9156,Built-up  Area,Ready To Move,Nandi Durga Road,2 BHK,,2015,4.0,0.0,325.0,"12.9970335, 77.5988623",12.9970335,77.5988623
9157,9157,Super built-up  Area,Ready To Move,Thanisandra,3 BHK,Soitya ,1702,3.0,2.0,115.0,"13.0559193, 77.6324513",13.0559193,77.6324513
9158,9158,Super built-up  Area,Ready To Move,Amruthahalli,2 BHK,,1250,2.0,2.0,79.0,"13.0658792, 77.6042056",13.0658792,77.6042056
9159,9159,Super built-up  Area,Ready To Move,Raja Rajeshwari Nagar,2 BHK,GrrvaGr,1240,2.0,2.0,40.54,"12.9148603, 77.5206395",12.9148603,77.5206395
9160,9160,Plot  Area,Ready To Move,Sneha Colony,2 Bedroom,MGntsar,1050,2.0,1.0,110.0,"12.9158739, 77.54796999999999",12.9158739,77.54796999999999
9161,9161,Super built-up  Area,19-Mar,Yelahanka,2 BHK,Goues A,1023,2.0,1.0,52.59,"13.1154662, 77.6069977",13.1154662,77.6069977
9162,9162,Super built-up  Area,Ready To Move,Dairy Circle,2 BHK,Soeurri,1541,2.0,1.0,181.0,"12.9423886, 77.5974378",12.9423886,77.5974378
9163,9163,Super built-up  Area,Ready To Move,Siddapura,2 BHK,Vidgema,1275,2.0,1.0,105.0,"12.9566734, 77.7339993",12.9566734,77.7339993
9164,9164,Super built-up  Area,Ready To Move,Jakkur,2 BHK,BrdgeNo,1230 - 1290,2.0,0.0,71.195,"13.0631411, 77.62067689999999",13.0631411,77.62067689999999
9165,9165,Super built-up  Area,Ready To Move,Sarjapur  Road,3 BHK,Brtondd,1580,3.0,3.0,125.0,"12.910911, 77.6844166",12.910911,77.6844166
9166,9166,Super built-up  Area,Ready To Move,Thanisandra,2 BHK,Inntss ,1343,2.0,2.0,75.0,"13.0559193, 77.6324513",13.0559193,77.6324513
9167,9167,Super built-up  Area,18-Jun,Bommasandra,3 BHK,SSestth,1365,3.0,1.0,52.81,"12.8167303, 77.6974369",12.8167303,77.6974369
9168,9168,Super built-up  Area,Ready To Move,Kundalahalli,2 BHK,Dieldli,1047,2.0,1.0,72.0,"12.9689968, 77.72088529999999",12.9689968,77.72088529999999
9169,9169,Built-up  Area,Ready To Move,Shampura,2 BHK,Koillph,1187,2.0,2.0,42.0,"13.0295386, 77.6127996",13.0295386,77.6127996
9170,9170,Plot  Area,Ready To Move,Banashankari Stage III,4 Bedroom,,1050,3.0,0.0,147.0,"12.9345271, 77.54352150000001",12.9345271,77.54352150000001
9171,9171,Plot  Area,18-Feb,Frazer Town,1 Bedroom,,560,1.0,0.0,90.0,"12.9970483, 77.61440759999999",12.9970483,77.61440759999999
9172,9172,Built-up  Area,Ready To Move,Banashankari Stage III,3 Bedroom,,1000,2.0,1.0,120.0,"12.9345271, 77.54352150000001",12.9345271,77.54352150000001
9173,9173,Plot  Area,Ready To Move,Nagadevanahalli,5 Bedroom,,1200,5.0,,260.0,"12.9421673, 77.49061569999999",12.9421673,77.49061569999999
9174,9174,Super built-up  Area,Ready To Move,Choodasandra,2 BHK,Maidsr ,1075,2.0,2.0,45.0,"12.88563, 77.6805328",12.88563,77.6805328
9175,9175,Super built-up  Area,21-May,Dairy Circle,3 BHK,Soeurri,2048,3.0,2.0,206.0,"12.9423886, 77.5974378",12.9423886,77.5974378
9176,9176,Super built-up  Area,Ready To Move,Raja Rajeshwari Nagar,2 BHK,Vaw 1il,1090,2.0,1.0,57.0,"12.9148603, 77.5206395",12.9148603,77.5206395
9177,9177,Super built-up  Area,Ready To Move,Doddakammanahalli,3 BHK,URodsmb,1119,2.0,1.0,48.5,"12.8496672, 77.5999347",12.8496672,77.5999347
9178,9178,Super built-up  Area,Ready To Move,Poornapragna Housing Society Layout,3 BHK,,1355,2.0,3.0,58.25,"12.9064124, 77.5347129",12.9064124,77.5347129
9179,9179,Super built-up  Area,Ready To Move,Hennur Road,3 BHK,Maity W,1445,2.0,2.0,86.69,"13.0381291, 77.6480793",13.0381291,77.6480793
9180,9180,Plot  Area,Ready To Move,Electronics City Phase 1,6 Bedroom,,1314,5.0,1.0,120.0,"12.8443486, 77.655912",12.8443486,77.655912
9181,9181,Super built-up  Area,19-Jan,Malleshwaram,4 BHK,,6500,4.0,3.0,1400.0,"13.0055113, 77.5692358",13.0055113,77.5692358
9182,9182,Super built-up  Area,Ready To Move,Yeshwanthpur,2 BHK,IBityin,1165,2.0,2.0,64.08,"13.0250302, 77.53402419999999",13.0250302,77.53402419999999
9183,9183,Super built-up  Area,Ready To Move,Hormavu,2 BHK,SKvanin,943 - 1220,2.0,0.0,38.665,"13.0326328, 77.6583345",13.0326328,77.6583345
9184,9184,Super built-up  Area,Ready To Move,Kothanur,3 BHK,Somumys,1787,3.0,2.0,107.0,"13.0551932, 77.6422206",13.0551932,77.6422206
9185,9185,Plot  Area,Ready To Move,Mico Layout,4 Bedroom,,3600,4.0,,330.0,"12.8893866, 77.63079119999999",12.8893866,77.63079119999999
9186,9186,Plot  Area,Ready To Move,Battarahalli,6 Bedroom,,1200,6.0,1.0,100.0,"13.0244644, 77.7072675",13.0244644,77.7072675
9187,9187,Built-up  Area,18-Dec,Electronic City,2 BHK,Itelaa ,1020,2.0,1.0,29.45,"12.8452145, 77.6601695",12.8452145,77.6601695
9188,9188,Super built-up  Area,18-Jul,Sarjapur  Road,3 BHK,Ceiti I,1797,4.0,1.0,95.0,"12.910911, 77.6844166",12.910911,77.6844166
9189,9189,Super built-up  Area,Ready To Move,Whitefield,2 BHK,Viaree ,1205,2.0,2.0,58.0,"12.9698196, 77.7499721",12.9698196,77.7499721
9190,9190,Super built-up  Area,18-Dec,Chennammana Kere,2 BHK,,1095,2.0,2.0,55.85,"12.9278843, 77.5554935",12.9278843,77.5554935
9191,9191,Built-up  Area,Ready To Move,Yelahanka,3 BHK,PuziaVe,1560,2.0,2.0,98.0,"13.1154662, 77.6069977",13.1154662,77.6069977
9192,9192,Super built-up  Area,Ready To Move,5th Phase JP Nagar,2 BHK,,1200,2.0,1.0,68.0,"12.9001371, 77.58835189999999",12.9001371,77.58835189999999
9193,9193,Plot  Area,Ready To Move,Rajaji Nagar,2 Bedroom,,1200,1.0,1.0,200.0,"12.9981732, 77.55304459999999",12.9981732,77.55304459999999
9194,9194,Super built-up  Area,Ready To Move,Kanakpura Road,3 BHK,JRrnauv,1450,3.0,2.0,65.0,"12.8630149, 77.5312772",12.8630149,77.5312772
9195,9195,Super built-up  Area,18-Mar,Whitefield,3 BHK,Asarqz ,1496,2.0,1.0,718.0,"12.9698196, 77.7499721",12.9698196,77.7499721
9196,9196,Super built-up  Area,Ready To Move,Thanisandra,3 BHK,Soitya ,1935,4.0,2.0,122.0,"13.0559193, 77.6324513",13.0559193,77.6324513
9197,9197,Super built-up  Area,Ready To Move,Hosa Road,2 BHK,SSaleRo,1016,2.0,1.0,45.0,"12.8705558, 77.6557601",12.8705558,77.6557601
9198,9198,Super built-up  Area,19-Dec,Jakkur,3 BHK,Ceezey ,1816,3.0,1.0,119.0,"13.0631411, 77.62067689999999",13.0631411,77.62067689999999
9199,9199,Super built-up  Area,Ready To Move,7th Phase JP Nagar,3 BHK,Eladero,1680,3.0,2.0,125.0,"12.8978624, 77.58450839999999",12.8978624,77.58450839999999
